"Choose if you want to use your customer’s shipping address as the billing one regularly
                    or only if the buyer and recipient have the same names.","Wählen Sie aus, ob Sie die Versandadresse Ihres Kunden regelmäßig als Rechnungsadresse verwenden möchten oder nur, wenn Käufer und Empfänger denselben Namen haben."
"Order Creation Rules","Regeln für die Bestellungserstellung"
"Please note that Immediate Magento order creation sets certain limits to the update of
                            the later order changes. If the shipping or tax details are modified after checkout is
                            completed, these changes will not be reflected in Magento order.","Bitte beachten Sie, dass die sofortige Erstellung von Magento-Bestellungen bestimmte Grenzen für die Aktualisierung späterer Bestelländerungen setzt. Wenn die Versand- oder Steuerdetails nach Abschluss des Checkouts geändert werden, werden diese Änderungen nicht in der Magento-Bestellung widergespiegelt."
"For %number day","Für %number Tage"
"For %number days","Für %number Tage"
"Reserve Quantity","Reservierte Menge"
"Choose for how long M2E Kaufland should reserve Magento Product quantity per kaufland Order until
                    Magento Order is created.","Wählen Sie, wie lange M2E Kaufland die Magento Produktmenge pro kaufland Order reservieren soll, bis
                    Magento Bestellung erstellt wird."
Cancellation,Stornierung
"Cancel Kaufland Orders","Kaufland-Bestellungen stornieren"
"Enable to cancel Kaufland orders and automatically update their statuses on the Channel.","Aktivieren Sie die Option, Kaufland-Bestellungen zu stornieren und ihren Status im Channel automatisch zu aktualisieren."
"Default Cancellation Reason",Standard-Stornogrund
"Buyer cancelled order","Käufer storniert Bestellung"
"Could not deliver to entered address","Konnte nicht an die eingegebene Adresse zugestellt werden"
"Item does not match seller's description","Artikel entspricht nicht der Beschreibung des Verkäufers"
"Item did not arrive due to shipping issues","Artikel kam aufgrund von Versandproblemen nicht an"
"Item out of stock","Artikel nicht auf Lager"
"Item is out of stock and delayed by supplier","Artikel ist nicht vorrätig und wird vom Lieferanten verspätet geliefert"
"Incorrect price listed on marketplace","Falscher Preis auf dem Marktplatz aufgelistet"
"No response from customer to complete order","Keine Reaktion des Kunden zur Vervollständigung der Bestellung"
"Other reason","Anderer Grund"
"Order Tax Settings","Steuereinstellungen bestellen"
"Tax Source","Steuer Quelle"
"Kaufland & Magento","Kaufland & Magento"
"Choose where the tax settings for your Magento Order will be taken from.","Wählen Sie aus, woher die Steuereinstellungen für Ihre Magento-Bestellung übernommen werden sollen."
"<p>This tab of the Account settings contains main configurations for the Unmanaged Listing management.
You can set preferences whether you would like to import Unmanaged Listings
(Items that were Listed on Kaufland either directly on the channel or with the help of
other than M2E Kaufland tool),
automatically link them to Magento Product, etc.</p>","<p>Dieser Tab der Kontoeinstellungen enthält die Hauptkonfigurationen für die Verwaltung von nicht verwalteten Auflistungen. Sie können festlegen, ob Sie nicht verwaltete Auflistungen (Artikel, die entweder direkt auf Kaufland oder mithilfe eines anderen Tools als M2E Kaufland gelistet wurden) importieren, automatisch mit einem Magento-Produkt verknüpfen möchten, usw.</p>"
"Import Unmanaged Listings","Nicht verwaltete Auflistungen importieren"
"Choose whether to import items that have been listed on Kaufland either directly or using a tool
                    other than M2E Kaufland. M2E Kaufland will import only active Kaufland items.","Wählen Sie, ob Sie Artikel importieren möchten, die entweder direkt oder über ein anderes Tool als M2E Kaufland aufgelistet wurden.
                    als M2E Kaufland. M2E Kaufland importiert nur aktive Kaufland-Artikel."
"Product Linking",Produktverknüpfung
"Choose whether imported Kaufland Listings should automatically link to a
                    Product in your Magento Inventory.","Wählen Sie, ob importierte Kaufland Auflistungen automatisch mit einem
                    Produkt in Ihrem Magento-Inventar verknüpft werden sollen."
"Magento Product Linking Settings","Magento Produkteinstellungen"
"<p>In this section you can provide settings for automatic Linking of the newly
                    imported Unmanaged Listings to the appropriate Magento Products.</p><br>
                    <p>The imported Items are linked based on the correspondence between Kaufland Item
                    values and Magento Product Attribute values. </p>","<p>In diesem Abschnitt können Sie Einstellungen für die automatische Verlinkung der neu importierten
                    importierten Unmanaged Auflistungen mit den entsprechenden Magento Produkten vornehmen.</p><br>
                    <p>Die importierten Artikel werden auf der Grundlage der Übereinstimmung zwischen den Kaufland Artikel
                    values and Magento Product Attribute values. </p>"
SKU,SKU
"Product SKU",Produkt-SKU
"Product ID",Produkt-ID
"Magento Attributes","Magento Attribute"
Priority,Priorität
EAN,EAN
"Kaufland Product ID","Kaufland Produkt-ID"
"Related Store Views","Verwandte Shop-Ansichten"
"Choose the Magento Store View that you’d like to use for imported Channel Items","Wählen Sie die Magento Store View, die Sie für importierte Artikel verwenden möchten"
"Title / Info","Titel / Info"
"Category Path / Category ID","Kategorie-Pfad / Kategorie-ID"
"Not Listed",Ungelistet
"Step 1","Schritt 1"
"General Settings","Generelle Einstellungen"
"Step 2","Schritt 2"
Policies,Richtlinien
"Creating A New Listing","Eine neue Auflistung erstellen"
"Next Step","Nächster Schritt"
"It is necessary to select an Kaufland Account (existing or create a new one) as well as choose a Storefront that you
are going to sell Magento Products on.","Es ist notwendig, ein Kaufland-Konto auszuwählen (bestehendes oder neues Konto) und ein Schaufenster zu wählen, das Sie"
"It is also important to specify a Store View in accordance with which Magento Attribute values will be used in the
Listing settings.","Es ist notwendig, ein Kaufland-Konto auszuwählen (bestehendes oder neues Konto) und ein Schaufenster zu wählen, über das Sie Magento Produkte verkaufen möchten."
"Create a descriptive and meaningful Title for your M2E Kaufland Listing. <br/>
                    This is used for reference within M2E Kaufland and will not appear on your Kaufland Listings.","Erstellen Sie einen beschreibenden und aussagekräftigen Titel für Ihre M2E Kaufland Auflistung.<br/>
                    Dieser wird als Referenz innerhalb von M2E Kaufland verwendet und erscheint nicht in Ihren M2E Kaufland Auflistungen."
"Kaufland Settings","Kaufland Einstellungen"
"Add Another","Weitere hinzufügen"
Storefront,Schaufenster
"Choose the Storefront you want to list on using this M2E Kaufland Listing.
                    Currency will be set automatically based on the Storefront you choose.","Wählen Sie das Schaufenster, auf dem Sie mit dieser M2E Kaufland Auflistung anbieten möchten.
                    Die Währung wird automatisch auf der Grundlage des von Ihnen gewählten Schaufensters eingestellt."
"Magento Settings","Magento Einstellungen"
"Choose the Magento Store View you want to use for this M2E Kaufland Listing.
                     Please remember that Attribute values from the selected Store View will be used in the Listing.","Wählen Sie die Magento Store View, die Sie für diese M2E Kaufland Auflistung verwenden möchten.
                     Bitte denken Sie daran, dass die Attributwerte der ausgewählten Store View in der Auflistung verwendet werden."
Default,Standard
"The specified Title is already used for other Listing. Listing Title must be unique.","Der angegebene Titel wird bereits für andere Auflistungen verwendet. Der Titel der Auflistung muss eindeutig sein."
"Account not found, please create it.","Konto nicht gefunden, bitte erstellen Sie es."
"Please wait while Synchronization is finished.","Bitte warten Sie, bis die Synchronisierung abgeschlossen ist."
"Previous Step","Vorheriger Schritt"
"<p>In this Section, you set the shipping methods you offer, and whether you accept
                    returns. For that, select <b>Shipping</b>, and <b>Return</b> Policies for the Listing.</p>
                    <p>Also, you can choose the right listing format, provide a competitive price for your Items, set the detailed
                    description for products to attract more buyers. For that, select <b>Selling</b> and <b>Description</b>
                    Policies for the Listing.</p>
                    <p>You can set the preferences on how to synchronize your Items with Magento Catalog data. The rules can be defined in
                    <b>Synchronization</b> policy.</p>
                    <p>More details in <a href=""%url"" target=""_blank"">our documentation</a>.</p>","<p>In diesem Abschnitt legen Sie die von Ihnen angebotenen Versandmethoden fest und ob Sie Rücksendungen
                    akzeptieren. Wählen Sie dafür die <b>Versand</b>- und <b>Rückgabe</b>-Politiken für die Auflistung aus.</p>
                    <p>Außerdem können Sie das richtige Auflistungsformat wählen, einen wettbewerbsfähigen Preis für Ihre Artikel festlegen und eine detaillierte
                    Beschreibung der Produkte erstellen, um mehr Käufer anzulocken. Wählen Sie dafür die <b>Verkauf</b>- und <b>Beschreibung</b>
                    Politiken für die Auflistung aus.</p>
<p>Sie können die Einstellungen zur Synchronisierung Ihrer Artikel mit den Magento-Katalogdaten festlegen. Die Regeln können in der
                    <b>Synchronisierungs</b>-Politiken definiert werden.</p>
                    <p>Weitere Details finden Sie in <a href=""%url"" target=""_blank"">unserer Dokumentation</a>.</p>"
Selling,Verkauf
"No Policies available.","Keine Policen verfügbar."
View,Siehe
Edit,Bearbeiten
or,oder
"Add New","Neu hinzufügen"
"Selling Policy",Verkaufsrichtlinie
Synchronization,Synchronisierung
"Synchronization Policy",Synchronisierungsrichtlinie
Shipping,Versand
"Shipping Policy",Versandrichtlinien
Description,Beschreibung
"Description Policy",Beschreibungsrichtlinie
"Condition Settings",Bedingungseinstellungen
Condition,Bedingung
"<p>Specify the condition that best describes the current state of your product.</p><br>

                    <p>By providing accurate information about the product condition, you improve the visibility
                    of your listings, ensure fair pricing, and increase customer satisfaction.</p>","<p>Geben Sie den Zustand an, der den aktuellen Zustand Ihres Produkts am besten beschreibt.</p><br>

                    <p>Indem Sie genaue Informationen über den Produktzustand bereitstellen, verbessern Sie die Sichtbarkeit
                    Ihrer Auflistungen, gewährleisten faire Preise und steigern die Kundenzufriedenheit.</p>"
New,Neu
"Used Good","Gebrauchte Gut"
"Used as New","Als Neu verwendet"
"Used Very Good","Gebraucht sehr gut"
"Used Acceptable","Akzeptabel benutzt"
"Refurbished Very Good","Generalüberholtes Sehr gut"
"Refurbished Good","Generalüberholtes Gut"
"Refurbished as New","Generalüberholtes wie neu"
"Refurbished Acceptable","Generalüberholtes Akzeptabel"
"Add Listing","Auflistung hinzufügen"
Manage,Verwalten
Configuration,Konfiguration
"Logs & Events","Protokolle und Ereignisse"
